Country,Code,Product,Rank,Amount
MADAGASCAR,MDG,P7 - COTTON YARN,4,9
MADAGASCAR,MDG,S6 - PETROLEUM PRODUCTS,5,8
MADAGASCAR,MDG,"Q3 - MANMADE YARN,FABRICS,MADEUPS",6,5
MADAGASCAR,MDG,D4 - MILLED PRODUCTS,7,5
MADAGASCAR,MDG,O5 - MOTOR VEHICLE/CARS,8,5
MADAGASCAR,MDG,J5 - CERAMICS AND ALLIED PRODUCTS,9,5
MADAGASCAR,MDG,D1 - PROCESSED FRUITS AND JUICES,10,4
MALAWI,MWI,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,53
MALAWI,MWI,N6 - INDL. MACHNRY FOR DAIRY ETC,2,13
MALAWI,MWI,N2 - BICYCLE AND PARTS,3,7
MALAWI,MWI,"P8 - COTTON FABRICS, MADEUPS ETC.",4,7
MALAWI,MWI,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,5,4
MALAWI,MWI,"K9 - PLASTC SHT, FILM, PLTS ETC",6,4
MALAWI,MWI,H9 - AGRO CHEMICALS,7,3
MALAWI,MWI,O3 - PUMPS OF ALL TYPES,8,2
MALAWI,MWI,"H5 - BULK DRUGS, DRUG INTERMEDIATES",9,2
MALAWI,MWI,O5 - MOTOR VEHICLE/CARS,10,2
MALAYSIA,MYS,S6 - PETROLEUM PRODUCTS,1,1906
MALAYSIA,MYS,I3 - ORGANIC CHEMICALS,2,419
MALAYSIA,MYS,D7 - BUFFALO MEAT,3,397
MALAYSIA,MYS,"O7 - SHIP, BOAT AND FLOATING STRUCT",4,367
MALAYSIA,MYS,99 - OTHER COMMODITIES,5,225
MALAYSIA,MYS,L3 - IRON AND STEEL,6,204
MALAYSIA,MYS,C4 - SUGAR,7,177
MALAYSIA,MYS,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",8,173
MALAYSIA,MYS,A4 - RICE(OTHER THAN BASMOTI),9,118
MALAYSIA,MYS,B1 - SPICES,10,113
MALDIVES,MDV,S6 - PETROLEUM PRODUCTS,1,387
MALDIVES,MDV,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,21
MALDIVES,MDV,L3 - IRON AND STEEL,3,12
MALDIVES,MDV,N9 - OTHER CONSTRUCTION MACHINERY,3,12
MALDIVES,MDV,"F3 - GRANIT, NATRL STONE AND PRODCT",5,12
MALDIVES,MDV,C8 - FRESH VEGETABLES,6,12
MALDIVES,MDV,A4 - RICE(OTHER THAN BASMOTI),7,9
MALDIVES,MDV,C7 - FRESH FRUITS,8,9
MALDIVES,MDV,E3 - POULTRY PRODUCTS,9,9
MALDIVES,MDV,K6 - MOULDED AND EXTRUDED GOODS,10,8
MALI,MLI,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,37
MALI,MLI,O8 - TWO AND THREE WHEELERS,2,19
MALI,MLI,"P8 - COTTON FABRICS, MADEUPS ETC.",3,16
MALI,MLI,N6 - INDL. MACHNRY FOR DAIRY ETC,4,14
MALI,MLI,K7 - PACKAGING MATERIALS,5,11
MALI,MLI,L4 - PRODUCTS OF IRON AND STEEL,6,9
MALI,MLI,N2 - BICYCLE AND PARTS,7,7
MALI,MLI,P2 - ELECTRONICS COMPONENTS,8,6
MALI,MLI,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,9,6
MALI,MLI,A4 - RICE(OTHER THAN BASMOTI),10,6
MALTA,MLT,S6 - PETROLEUM PRODUCTS,1,302
MALTA,MLT,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,126
MALTA,MLT,I7 - RESIDUL CHEMICL AND ALLED PROD,3,7
MALTA,MLT,"H5 - BULK DRUGS, DRUG INTERMEDIATES",4,6
MALTA,MLT,I3 - ORGANIC CHEMICALS,5,5
MALTA,MLT,L4 - PRODUCTS OF IRON AND STEEL,6,3
MALTA,MLT,J5 - CERAMICS AND ALLIED PRODUCTS,7,2
MALTA,MLT,N4 - ELECTRIC MACHINERY AND EQUIPME,8,2
MALTA,MLT,Q6 - RMG COTTON INCL ACCESSORIES,9,1
MALTA,MLT,I4 - OTHER MISCELLAENIOUS CHEMICALS,10,1
MARSHALL ISLAND,MHL,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,1
MARSHALL ISLAND,MHL,O5 - MOTOR VEHICLE/CARS,2,0
MARSHALL ISLAND,MHL,N6 - INDL. MACHNRY FOR DAIRY ETC,3,0
MARSHALL ISLAND,MHL,S6 - PETROLEUM PRODUCTS,4,0
MARSHALL ISLAND,MHL,O1 - OTHER MISC. ENGINEERING ITEMS,5,0
MARSHALL ISLAND,MHL,K7 - PACKAGING MATERIALS,6,0
MARSHALL ISLAND,MHL,I5 - COSMETICS AND TOILETRIES,7,0
MARSHALL ISLAND,MHL,99 - OTHER COMMODITIES,8,0
MARSHALL ISLAND,MHL,F2 - BULK MINERALS AND ORES,9,0
MARSHALL ISLAND,MHL,"J9 - PAPER, PAPER BOARD AND PRODUCT",10,0
MARTINIQUE,MTQ,E7 - MARINE PRODUCTS,1,4
MARTINIQUE,MTQ,L4 - PRODUCTS OF IRON AND STEEL,2,2
MARTINIQUE,MTQ,Q6 - RMG COTTON INCL ACCESSORIES,3,0
MARTINIQUE,MTQ,K7 - PACKAGING MATERIALS,4,0
MARTINIQUE,MTQ,J5 - CERAMICS AND ALLIED PRODUCTS,5,0
MARTINIQUE,MTQ,"F3 - GRANIT, NATRL STONE AND PRODCT",6,0
MARTINIQUE,MTQ,I8 - AUTO TYRES AND TUBES,7,0
MARTINIQUE,MTQ,K1 - PLYWOOD AND ALLIED PRODUCTS,8,0
MARTINIQUE,MTQ,"P8 - COTTON FABRICS, MADEUPS ETC.",9,0
MARTINIQUE,MTQ,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),10,0
MAURITANIA,MRT,"P8 - COTTON FABRICS, MADEUPS ETC.",1,25
MAURITANIA,MRT,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,9
MAURITANIA,MRT,A2 - COFFEE,3,6
MAURITANIA,MRT,A3 - RICE -BASMOTI,4,4
MAURITANIA,MRT,H7 - DYES,5,4
MAURITANIA,MRT,J5 - CERAMICS AND ALLIED PRODUCTS,6,4
MAURITANIA,MRT,"Q3 - MANMADE YARN,FABRICS,MADEUPS",7,3
MAURITANIA,MRT,N6 - INDL. MACHNRY FOR DAIRY ETC,8,3
MAURITANIA,MRT,D5 - MISC PROCESSED ITEMS,9,3
MAURITANIA,MRT,K7 - PACKAGING MATERIALS,10,2
MAURITIUS,MUS,S6 - PETROLEUM PRODUCTS,1,289
MAURITIUS,MUS,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,43
MAURITIUS,MUS,P7 - COTTON YARN,3,38
MAURITIUS,MUS,O5 - MOTOR VEHICLE/CARS,4,34
MAURITIUS,MUS,L4 - PRODUCTS OF IRON AND STEEL,5,27
MAURITIUS,MUS,A3 - RICE -BASMOTI,6,23
MAURITIUS,MUS,Q6 - RMG COTTON INCL ACCESSORIES,7,14
MAURITIUS,MUS,Q8 - RMG MANMADE FIBRES,8,13
MAURITIUS,MUS,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,11
MAURITIUS,MUS,N4 - ELECTRIC MACHINERY AND EQUIPME,10,10
MAYOTTE,MYT,J5 - CERAMICS AND ALLIED PRODUCTS,1,1
MAYOTTE,MYT,Q6 - RMG COTTON INCL ACCESSORIES,2,0
MAYOTTE,MYT,"P8 - COTTON FABRICS, MADEUPS ETC.",3,0
MAYOTTE,MYT,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4,0
MAYOTTE,MYT,C8 - FRESH VEGETABLES,5,0
MAYOTTE,MYT,R1 - RMG OF OTHR TEXTLE MATRL,6,0
MAYOTTE,MYT,O8 - TWO AND THREE WHEELERS,7,0
MAYOTTE,MYT,"J2 - PAINT, VARNISH AND ALLID PRODC",8,0
MAYOTTE,MYT,G2 - FOOTWEAR OF LEATHER,9,0
MAYOTTE,MYT,E7 - MARINE PRODUCTS,10,0
MEXICO,MEX,O5 - MOTOR VEHICLE/CARS,1,874
MEXICO,MEX,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",2,391
MEXICO,MEX,M3 - AUTO COMPONENTS/PARTS,3,292
MEXICO,MEX,L3 - IRON AND STEEL,4,220
MEXICO,MEX,I3 - ORGANIC CHEMICALS,5,181
MEXICO,MEX,O8 - TWO AND THREE WHEELERS,6,160
MEXICO,MEX,"H8 - DRUG FORMULATIONS, BIOLOGICALS",7,150
MEXICO,MEX,N6 - INDL. MACHNRY FOR DAIRY ETC,8,145
MEXICO,MEX,"H5 - BULK DRUGS, DRUG INTERMEDIATES",9,95
MEXICO,MEX,N4 - ELECTRIC MACHINERY AND EQUIPME,10,91
MICRONESIA,FSM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,0
MICRONESIA,FSM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",2,0
MICRONESIA,FSM,K6 - MOULDED AND EXTRUDED GOODS,3,0
MICRONESIA,FSM,K7 - PACKAGING MATERIALS,4,0
MICRONESIA,FSM,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),5,0
MICRONESIA,FSM,M8 - MEDICAL AND SCIENTIFIC INSTRUM,6,0
MICRONESIA,FSM,J5 - CERAMICS AND ALLIED PRODUCTS,7,0
MICRONESIA,FSM,Q8 - RMG MANMADE FIBRES,8,0
MICRONESIA,FSM,R1 - RMG OF OTHR TEXTLE MATRL,9,0
MICRONESIA,FSM,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,10,0
MOLDOVA,MDA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,4
MOLDOVA,MDA,N6 - INDL. MACHNRY FOR DAIRY ETC,2,1
MOLDOVA,MDA,"F3 - GRANIT, NATRL STONE AND PRODCT",3,1
MOLDOVA,MDA,J5 - CERAMICS AND ALLIED PRODUCTS,4,0
MOLDOVA,MDA,"H5 - BULK DRUGS, DRUG INTERMEDIATES",5,0
MOLDOVA,MDA,M8 - MEDICAL AND SCIENTIFIC INSTRUM,6,0
MOLDOVA,MDA,I8 - AUTO TYRES AND TUBES,7,0
MOLDOVA,MDA,I1 - SURGICALS,8,0
MOLDOVA,MDA,I7 - RESIDUL CHEMICL AND ALLED PROD,9,0
MOLDOVA,MDA,"J2 - PAINT, VARNISH AND ALLID PRODC",10,0
MONACO,MCO,"G5 - PEARL, PRECS, SEMIPRECS STONES",1,2
MONACO,MCO,G2 - FOOTWEAR OF LEATHER,2,1
MONACO,MCO,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,3,0
MONACO,MCO,Q6 - RMG COTTON INCL ACCESSORIES,4,0
MONACO,MCO,G9 - GOLD AND OTH PRECS METL JWLERY,5,0
MONACO,MCO,B1 - SPICES,6,0
MONACO,MCO,S2 - CARPET(EXCL. SILK) HANDMADE,7,0
MONACO,MCO,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),8,0
MONACO,MCO,R1 - RMG OF OTHR TEXTLE MATRL,9,0
MONACO,MCO,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",10,0
MONGOLIA,MNG,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,13
MONGOLIA,MNG,C4 - SUGAR,2,3
MONGOLIA,MNG,D2 - CEREAL PREPARATIONS,3,1
MONGOLIA,MNG,N9 - OTHER CONSTRUCTION MACHINERY,4,1
MONGOLIA,MNG,H4 - AYUSH AND HERBAL PRODUCTS,5,1
MONGOLIA,MNG,I5 - COSMETICS AND TOILETRIES,6,1
MONGOLIA,MNG,P4 - TELECOM INSTRUMENTS,7,0
MONGOLIA,MNG,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,8,0
MONGOLIA,MNG,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",9,0
MONGOLIA,MNG,"O9 - COMPUTER HARDWARE, PERIPHERALS",10,0
MONTENEGRO,MNE,K8 - PLASTIC RAW MATERIALS,1,5
MONTENEGRO,MNE,N6 - INDL. MACHNRY FOR DAIRY ETC,2,4
MONTENEGRO,MNE,A2 - COFFEE,3,3
MONTENEGRO,MNE,L3 - IRON AND STEEL,4,2
MONTENEGRO,MNE,P7 - COTTON YARN,5,2
MONTENEGRO,MNE,"H5 - BULK DRUGS, DRUG INTERMEDIATES",6,1
MONTENEGRO,MNE,"F3 - GRANIT, NATRL STONE AND PRODCT",7,1
MONTENEGRO,MNE,"J9 - PAPER, PAPER BOARD AND PRODUCT",8,0
MONTENEGRO,MNE,A4 - RICE(OTHER THAN BASMOTI),9,0
MONTENEGRO,MNE,J5 - CERAMICS AND ALLIED PRODUCTS,10,0
MONTSERRAT,MSR,Q6 - RMG COTTON INCL ACCESSORIES,1,0
MONTSERRAT,MSR,K6 - MOULDED AND EXTRUDED GOODS,2,0
MONTSERRAT,MSR,N6 - INDL. MACHNRY FOR DAIRY ETC,3,0
MONTSERRAT,MSR,J5 - CERAMICS AND ALLIED PRODUCTS,4,0
MONTSERRAT,MSR,N9 - OTHER CONSTRUCTION MACHINERY,5,0
MONTSERRAT,MSR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",6,0
MONTSERRAT,MSR,N4 - ELECTRIC MACHINERY AND EQUIPME,7,0
MONTSERRAT,MSR,K1 - PLYWOOD AND ALLIED PRODUCTS,8,0
MONTSERRAT,MSR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),9,0
MONTSERRAT,MSR,"J9 - PAPER, PAPER BOARD AND PRODUCT",10,0
MOROCCO,MAR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1,104
MOROCCO,MAR,P4 - TELECOM INSTRUMENTS,2,90
MOROCCO,MAR,O5 - MOTOR VEHICLE/CARS,3,74
MOROCCO,MAR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,49
MOROCCO,MAR,K8 - PLASTIC RAW MATERIALS,5,37
MOROCCO,MAR,B1 - SPICES,6,34
MOROCCO,MAR,P7 - COTTON YARN,7,32
MOROCCO,MAR,I2 - INORGANIC CHEMICALS,8,26
MOROCCO,MAR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",9,24
MOROCCO,MAR,M3 - AUTO COMPONENTS/PARTS,10,16
MOZAMBIQUE,MOZ,S6 - PETROLEUM PRODUCTS,1,1273
MOZAMBIQUE,MOZ,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,121
MOZAMBIQUE,MOZ,A4 - RICE(OTHER THAN BASMOTI),3,79
MOZAMBIQUE,MOZ,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",4,37
MOZAMBIQUE,MOZ,O5 - MOTOR VEHICLE/CARS,5,22
MOZAMBIQUE,MOZ,"P8 - COTTON FABRICS, MADEUPS ETC.",6,19
MOZAMBIQUE,MOZ,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",7,19
MOZAMBIQUE,MOZ,N6 - INDL. MACHNRY FOR DAIRY ETC,8,19
MOZAMBIQUE,MOZ,L4 - PRODUCTS OF IRON AND STEEL,9,16
MOZAMBIQUE,MOZ,N2 - BICYCLE AND PARTS,10,14
MYANMAR,MMR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,300
MYANMAR,MMR,"K5 - HUMAN HAIR, PRODUCTS THEREO",2,170
MYANMAR,MMR,P7 - COTTON YARN,3,36
MYANMAR,MMR,S6 - PETROLEUM PRODUCTS,4,21
MYANMAR,MMR,N6 - INDL. MACHNRY FOR DAIRY ETC,5,20
MYANMAR,MMR,L3 - IRON AND STEEL,6,18
MYANMAR,MMR,L4 - PRODUCTS OF IRON AND STEEL,7,12
MYANMAR,MMR,N4 - ELECTRIC MACHINERY AND EQUIPME,8,11
MYANMAR,MMR,I5 - COSMETICS AND TOILETRIES,9,10
MYANMAR,MMR,K8 - PLASTIC RAW MATERIALS,10,10
NORTHERN MARIANA ISLANDS,MNP,"H5 - BULK DRUGS, DRUG INTERMEDIATES",1,0
NORTHERN MARIANA ISLANDS,MNP,P2 - ELECTRONICS COMPONENTS,2,0
NORTHERN MARIANA ISLANDS,MNP,"J2 - PAINT, VARNISH AND ALLID PRODC",3,0
NORTHERN MARIANA ISLANDS,MNP,"N3 - CRANES, LIFTS AND WINCHES",4,0
NORTHERN MARIANA ISLANDS,MNP,G9 - GOLD AND OTH PRECS METL JWLERY,5,0
NORTHERN MARIANA ISLANDS,MNP,P4 - TELECOM INSTRUMENTS,6,0
NORTHERN MARIANA ISLANDS,MNP,G2 - FOOTWEAR OF LEATHER,7,0
NORTHERN MARIANA ISLANDS,MNP,K1 - PLYWOOD AND ALLIED PRODUCTS,8,0
NORTHERN MARIANA ISLANDS,MNP,P1 - CONSUMER ELECTRONICS,9,0
NORTHERN MARIANA ISLANDS,MNP,B1 - SPICES,10,0
NAMIBIA,NAM,S6 - PETROLEUM PRODUCTS,1,53
NAMIBIA,NAM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,27
NAMIBIA,NAM,L4 - PRODUCTS OF IRON AND STEEL,3,4
NAMIBIA,NAM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4,4
NAMIBIA,NAM,I2 - INORGANIC CHEMICALS,5,2
NAMIBIA,NAM,D2 - CEREAL PREPARATIONS,6,2
NAMIBIA,NAM,N6 - INDL. MACHNRY FOR DAIRY ETC,7,1
NAMIBIA,NAM,Q6 - RMG COTTON INCL ACCESSORIES,8,1
NAMIBIA,NAM,A4 - RICE(OTHER THAN BASMOTI),9,1
NAMIBIA,NAM,"G5 - PEARL, PRECS, SEMIPRECS STONES",10,1
NAURU,NRU,N4 - ELECTRIC MACHINERY AND EQUIPME,1,0
NAURU,NRU,P2 - ELECTRONICS COMPONENTS,2,0
NAURU,NRU,P3 - ELECTRONICS INSTRUMENTS,3,0
NAURU,NRU,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,0
NAURU,NRU,"J9 - PAPER, PAPER BOARD AND PRODUCT",5,0
NAURU,NRU,"P8 - COTTON FABRICS, MADEUPS ETC.",6,0
NAURU,NRU,P4 - TELECOM INSTRUMENTS,7,0
NAURU,NRU,R1 - RMG OF OTHR TEXTLE MATRL,8,0
NAURU,NRU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,0
NAURU,NRU,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",10,0
NEPAL,NPL,S6 - PETROLEUM PRODUCTS,1,2035
NEPAL,NPL,L3 - IRON AND STEEL,2,1247
NEPAL,NPL,A4 - RICE(OTHER THAN BASMOTI),3,421
NEPAL,NPL,N6 - INDL. MACHNRY FOR DAIRY ETC,4,304
NEPAL,NPL,O5 - MOTOR VEHICLE/CARS,5,273
NEPAL,NPL,O8 - TWO AND THREE WHEELERS,6,233
NEPAL,NPL,"H8 - DRUG FORMULATIONS, BIOLOGICALS",7,225
NEPAL,NPL,99 - OTHER COMMODITIES,8,212
NEPAL,NPL,K8 - PLASTIC RAW MATERIALS,9,210
NEPAL,NPL,N4 - ELECTRIC MACHINERY AND EQUIPME,10,156
NETHERLANDS,NLD,S6 - PETROLEUM PRODUCTS,1,4347
NETHERLANDS,NLD,I3 - ORGANIC CHEMICALS,2,481
NETHERLANDS,NLD,P4 - TELECOM INSTRUMENTS,3,466
NETHERLANDS,NLD,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",4,348
NETHERLANDS,NLD,L3 - IRON AND STEEL,5,316
NETHERLANDS,NLD,I7 - RESIDUL CHEMICL AND ALLED PROD,6,305
NETHERLANDS,NLD,Q6 - RMG COTTON INCL ACCESSORIES,7,299
NETHERLANDS,NLD,"H8 - DRUG FORMULATIONS, BIOLOGICALS",8,287
NETHERLANDS,NLD,L4 - PRODUCTS OF IRON AND STEEL,9,269
NETHERLANDS,NLD,P3 - ELECTRONICS INSTRUMENTS,10,174
NEW CALEDONIA,NCL,O5 - MOTOR VEHICLE/CARS,1,8
NEW CALEDONIA,NCL,"N1 - AC, REFRIGERATION MACHNRY ETC",2,1
NEW CALEDONIA,NCL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",3,1
NEW CALEDONIA,NCL,L3 - IRON AND STEEL,4,1
NEW CALEDONIA,NCL,N6 - INDL. MACHNRY FOR DAIRY ETC,5,1
NEW CALEDONIA,NCL,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",6,0
NEW CALEDONIA,NCL,B9 - OIL MEALS,7,0
NEW CALEDONIA,NCL,R9 - OTHER JUTE MANUFACTURES,8,0
NEW CALEDONIA,NCL,"P8 - COTTON FABRICS, MADEUPS ETC.",9,0
NEW CALEDONIA,NCL,J5 - CERAMICS AND ALLIED PRODUCTS,10,0
NEW ZEALAND,NZL,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,40
NEW ZEALAND,NZL,"P8 - COTTON FABRICS, MADEUPS ETC.",2,26
NEW ZEALAND,NZL,Q6 - RMG COTTON INCL ACCESSORIES,3,22
NEW ZEALAND,NZL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4,17
NEW ZEALAND,NZL,L4 - PRODUCTS OF IRON AND STEEL,5,16
NEW ZEALAND,NZL,"G5 - PEARL, PRECS, SEMIPRECS STONES",6,15
NEW ZEALAND,NZL,"J9 - PAPER, PAPER BOARD AND PRODUCT",7,14
NEW ZEALAND,NZL,N9 - OTHER CONSTRUCTION MACHINERY,8,14
NEW ZEALAND,NZL,O5 - MOTOR VEHICLE/CARS,9,13
NEW ZEALAND,NZL,N4 - ELECTRIC MACHINERY AND EQUIPME,10,13
NICARAGUA,NIC,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,19
NICARAGUA,NIC,O8 - TWO AND THREE WHEELERS,2,17
NICARAGUA,NIC,O5 - MOTOR VEHICLE/CARS,3,10
NICARAGUA,NIC,"P8 - COTTON FABRICS, MADEUPS ETC.",4,5
NICARAGUA,NIC,L3 - IRON AND STEEL,5,4
NICARAGUA,NIC,K6 - MOULDED AND EXTRUDED GOODS,6,4
NICARAGUA,NIC,"J9 - PAPER, PAPER BOARD AND PRODUCT",7,4
NICARAGUA,NIC,N6 - INDL. MACHNRY FOR DAIRY ETC,8,4
NICARAGUA,NIC,N4 - ELECTRIC MACHINERY AND EQUIPME,9,3
NICARAGUA,NIC,I8 - AUTO TYRES AND TUBES,10,3
NIGER,NER,A4 - RICE(OTHER THAN BASMOTI),1,37
NIGER,NER,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,16
NIGER,NER,D5 - MISC PROCESSED ITEMS,3,9
NIGER,NER,D2 - CEREAL PREPARATIONS,4,3
NIGER,NER,A1 - TEA,5,3
NIGER,NER,N6 - INDL. MACHNRY FOR DAIRY ETC,6,2
NIGER,NER,"P8 - COTTON FABRICS, MADEUPS ETC.",7,2
NIGER,NER,99 - OTHER COMMODITIES,8,2
NIGER,NER,A2 - COFFEE,9,1
NIGER,NER,L4 - PRODUCTS OF IRON AND STEEL,10,1
NIGERIA,NGA,S6 - PETROLEUM PRODUCTS,1,1176
NIGERIA,NGA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,450
NIGERIA,NGA,O8 - TWO AND THREE WHEELERS,3,401
NIGERIA,NGA,N6 - INDL. MACHNRY FOR DAIRY ETC,4,169
NIGERIA,NGA,N4 - ELECTRIC MACHINERY AND EQUIPME,5,161
NIGERIA,NGA,O5 - MOTOR VEHICLE/CARS,6,158
NIGERIA,NGA,"P8 - COTTON FABRICS, MADEUPS ETC.",7,145
NIGERIA,NGA,K8 - PLASTIC RAW MATERIALS,8,125
NIGERIA,NGA,"J9 - PAPER, PAPER BOARD AND PRODUCT",9,116
NIGERIA,NGA,Q6 - RMG COTTON INCL ACCESSORIES,10,93
NORFOLK ISLAND,NFK,E4 - FLORICLTR PRODUCTS,1,0
NORFOLK ISLAND,NFK,K7 - PACKAGING MATERIALS,2,0
NORFOLK ISLAND,NFK,P2 - ELECTRONICS COMPONENTS,3,0
NORFOLK ISLAND,NFK,D1 - PROCESSED FRUITS AND JUICES,4,0
NORFOLK ISLAND,NFK,C9 - PROCESSED VEGETABLES,5,0
NORFOLK ISLAND,NFK,I5 - COSMETICS AND TOILETRIES,6,0
NORFOLK ISLAND,NFK,N4 - ELECTRIC MACHINERY AND EQUIPME,7,0
NORFOLK ISLAND,NFK,H1 - SPORTS GOODS,8,0
NORFOLK ISLAND,NFK,"J9 - PAPER, PAPER BOARD AND PRODUCT",8,0
NORFOLK ISLAND,NFK,"L1 - STATIONRY/OFFCE, SCHOOL SUPPLY",8,0
NORWAY,NOR,I4 - OTHER MISCELLAENIOUS CHEMICALS,1,56
NORWAY,NOR,C1 - GUERGAM MEAL,2,41
NORWAY,NOR,99 - OTHER COMMODITIES,3,29
NORWAY,NOR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4,24
NORWAY,NOR,"P8 - COTTON FABRICS, MADEUPS ETC.",5,22
NORWAY,NOR,L4 - PRODUCTS OF IRON AND STEEL,6,14
NORWAY,NOR,N4 - ELECTRIC MACHINERY AND EQUIPME,7,14
NORWAY,NOR,I3 - ORGANIC CHEMICALS,8,12
NORWAY,NOR,G9 - GOLD AND OTH PRECS METL JWLERY,9,12
NORWAY,NOR,Q6 - RMG COTTON INCL ACCESSORIES,10,8
OMAN,OMN,S6 - PETROLEUM PRODUCTS,1,676
OMAN,OMN,L3 - IRON AND STEEL,2,212
OMAN,OMN,L4 - PRODUCTS OF IRON AND STEEL,3,115
OMAN,OMN,E8 - IRON ORE,4,95
OMAN,OMN,F4 - PROCESSED MINERALS,5,90
OMAN,OMN,99 - OTHER COMMODITIES,6,75
OMAN,OMN,A3 - RICE -BASMOTI,7,67
OMAN,OMN,I3 - ORGANIC CHEMICALS,8,60
OMAN,OMN,J5 - CERAMICS AND ALLIED PRODUCTS,9,56
OMAN,OMN,D7 - BUFFALO MEAT,10,39
PAKISTAN ,PAK,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,166
PAKISTAN ,PAK,C4 - SUGAR,2,111
PAKISTAN ,PAK,"H5 - BULK DRUGS, DRUG INTERMEDIATES",3,59
PAKISTAN ,PAK,I7 - RESIDUL CHEMICL AND ALLED PROD,4,43
PAKISTAN ,PAK,I3 - ORGANIC CHEMICALS,5,20
PAKISTAN ,PAK,I4 - OTHER MISCELLAENIOUS CHEMICALS,6,7
PAKISTAN ,PAK,"O7 - SHIP, BOAT AND FLOATING STRUCT",7,6
PAKISTAN ,PAK,S6 - PETROLEUM PRODUCTS,8,6
PAKISTAN ,PAK,B1 - SPICES,9,6
PAKISTAN ,PAK,99 - OTHER COMMODITIES,10,4
PANAMA ,PAN,S6 - PETROLEUM PRODUCTS,1,109
PANAMA ,PAN,Q6 - RMG COTTON INCL ACCESSORIES,2,43
PANAMA ,PAN,O5 - MOTOR VEHICLE/CARS,3,38
PANAMA ,PAN,R1 - RMG OF OTHR TEXTLE MATRL,4,17
PANAMA ,PAN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,17
PANAMA ,PAN,Q8 - RMG MANMADE FIBRES,6,14
PANAMA ,PAN,"P8 - COTTON FABRICS, MADEUPS ETC.",7,11
PANAMA ,PAN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",8,10
PANAMA ,PAN,K6 - MOULDED AND EXTRUDED GOODS,9,6
PANAMA ,PAN,A9 - TOBACCO MANUFACTURED,10,4
PAPUA NEW GUINEA,PNG,A4 - RICE(OTHER THAN BASMOTI),1,19
PAPUA NEW GUINEA,PNG,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,14
PAPUA NEW GUINEA,PNG,L4 - PRODUCTS OF IRON AND STEEL,3,5
PAPUA NEW GUINEA,PNG,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,4,3
PAPUA NEW GUINEA,PNG,O5 - MOTOR VEHICLE/CARS,5,2
PAPUA NEW GUINEA,PNG,"K9 - PLASTC SHT, FILM, PLTS ETC",6,1
